ID1,ID2,Score,Match_Type
R010,R026,38,DIFFERENT
R010,R027,38,DIFFERENT
R010,R028,38,DIFFERENT
R010,R029,48,DIFFERENT
R010,R030,47,DIFFERENT
R010,R031,47,DIFFERENT
R010,R032,47,DIFFERENT
R010,R033,47,DIFFERENT
R010,R034,47,DIFFERENT
R010,R035,47,DIFFERENT
R010,R036,33,DIFFERENT
R010,R037,33,DIFFERENT
R010,R038,43,DIFFERENT
R010,R039,33,DIFFERENT
R010,R040,34,DIFFERENT
R010,R041,33,DIFFERENT
R010,R042,33,DIFFERENT
R010,R043,53,DIFFERENT
R010,R044,50,DIFFERENT
R010,R045,53,DIFFERENT
R010,R046,53,DIFFERENT
R010,R047,53,DIFFERENT
R010,R048,53,DIFFERENT
R010,R049,53,DIFFERENT
R010,R050,77,DIFFERENT
R010,R051,77,DIFFERENT
R010,R052,77,DIFFERENT
R010,R053,77,DIFFERENT
R010,R054,77,DIFFERENT
R010,R055,77,DIFFERENT
R010,R056,77,DIFFERENT
R010,R057,42,DIFFERENT
R010,R058,42,DIFFERENT
R010,R059,42,DIFFERENT
R010,R060,42,DIFFERENT
R010,R061,41,DIFFERENT
R010,R062,42,DIFFERENT
R010,R063,42,DIFFERENT
R010,R064,58,DIFFERENT
R010,R065,58,DIFFERENT
R010,R066,58,DIFFERENT
R010,R067,58,DIFFERENT
R010,R068,58,DIFFERENT
R010,R069,58,DIFFERENT
R010,R070,58,DIFFERENT
R010,R071,53,DIFFERENT
R010,R072,53,DIFFERENT
R010,R073,53,DIFFERENT
R010,R074,53,DIFFERENT
R010,R075,53,DIFFERENT
R010,R076,54,DIFFERENT
R010,R077,53,DIFFERENT
R010,R078,48,DIFFERENT
R010,R079,49,DIFFERENT
R010,R080,48,DIFFERENT
R010,R081,48,DIFFERENT
R010,R082,46,DIFFERENT
R010,R083,46,DIFFERENT
R010,R084,48,DIFFERENT
R010,R085,34,DIFFERENT
R010,R086,34,DIFFERENT
R010,R087,34,DIFFERENT
R010,R088,34,DIFFERENT
R010,R089,35,DIFFERENT
R010,R090,34,DIFFERENT
R010,R091,34,DIFFERENT
R010,R092,40,DIFFERENT
R010,R093,40,DIFFERENT
R010,R094,40,DIFFERENT
R010,R095,41,DIFFERENT
R010,R096,40,DIFFERENT
R010,R097,40,DIFFERENT
R010,R098,41,DIFFERENT
R010,R099,49,DIFFERENT
R010,R100,52,DIFFERENT
R011,R012,100,DUPLICATE
R011,R013,98,DUPLICATE
R011,R014,100,DUPLICATE
R011,R015,47,DIFFERENT
R011,R016,47,DIFFERENT
R011,R017,47,DIFFERENT
R011,R018,47,DIFFERENT
R011,R019,47,DIFFERENT
R011,R020,47,DIFFERENT
R011,R021,47,DIFFERENT
R011,R022,38,DIFFERENT
R011,R023,38,DIFFERENT
R011,R024,38,DIFFERENT
R011,R025,38,DIFFERENT
R011,R026,38,DIFFERENT
R011,R027,38,DIFFERENT
R011,R028,38,DIFFERENT
R011,R029,48,DIFFERENT
R011,R030,47,DIFFERENT
R011,R031,47,DIFFERENT
R011,R032,47,DIFFERENT
R011,R033,47,DIFFERENT
R011,R034,47,DIFFERENT
R011,R035,47,DIFFERENT
R011,R036,33,DIFFERENT
R011,R037,33,DIFFERENT
R011,R038,43,DIFFERENT
R011,R039,33,DIFFERENT
R011,R040,34,DIFFERENT
R011,R041,33,DIFFERENT
R011,R042,33,DIFFERENT
R011,R043,53,DIFFERENT
R011,R044,50,DIFFERENT
R011,R045,53,DIFFERENT
R011,R046,53,DIFFERENT
R011,R047,53,DIFFERENT
R011,R048,53,DIFFERENT
R011,R049,53,DIFFERENT
R011,R050,77,DIFFERENT
R011,R051,77,DIFFERENT
R011,R052,77,DIFFERENT
R011,R053,77,DIFFERENT
R011,R054,77,DIFFERENT
R011,R055,77,DIFFERENT
R011,R056,77,DIFFERENT
R011,R057,42,DIFFERENT
R011,R058,42,DIFFERENT
R011,R059,42,DIFFERENT
R011,R060,42,DIFFERENT
R011,R061,41,DIFFERENT
R011,R062,42,DIFFERENT
R011,R063,42,DIFFERENT
R011,R064,58,DIFFERENT
R011,R065,58,DIFFERENT
R011,R066,58,DIFFERENT
R011,R067,58,DIFFERENT
R011,R068,58,DIFFERENT
R011,R069,58,DIFFERENT
R011,R070,58,DIFFERENT
R011,R071,53,DIFFERENT
R011,R072,53,DIFFERENT
R011,R073,53,DIFFERENT
R011,R074,53,DIFFERENT
R011,R075,53,DIFFERENT
R011,R076,54,DIFFERENT
R011,R077,53,DIFFERENT
R011,R078,48,DIFFERENT
R011,R079,49,DIFFERENT
R011,R080,48,DIFFERENT
R011,R081,48,DIFFERENT
R011,R082,46,DIFFERENT
R011,R083,46,DIFFERENT
R011,R084,48,DIFFERENT
R011,R085,34,DIFFERENT
R011,R086,34,DIFFERENT
R011,R087,34,DIFFERENT
R011,R088,34,DIFFERENT
R011,R089,35,DIFFERENT
R011,R090,34,DIFFERENT
R011,R091,34,DIFFERENT
R011,R092,40,DIFFERENT
R011,R093,40,DIFFERENT
R011,R094,40,DIFFERENT
R011,R095,41,DIFFERENT
R011,R096,40,DIFFERENT
R011,R097,40,DIFFERENT
R011,R098,41,DIFFERENT
R011,R099,49,DIFFERENT
R011,R100,52,DIFFERENT
R012,R013,98,DUPLICATE
R012,R014,100,DUPLICATE
R012,R015,47,DIFFERENT
R012,R016,47,DIFFERENT
R012,R017,47,DIFFERENT
R012,R018,47,DIFFERENT
R012,R019,47,DIFFERENT
R012,R020,47,DIFFERENT
R012,R021,47,DIFFERENT
R012,R022,38,DIFFERENT
R012,R023,38,DIFFERENT
R012,R024,38,DIFFERENT
R012,R025,38,DIFFERENT
R012,R026,38,DIFFERENT
R012,R027,38,DIFFERENT
R012,R028,38,DIFFERENT
R012,R029,48,DIFFERENT
R012,R030,47,DIFFERENT
R012,R031,47,DIFFERENT
R012,R032,47,DIFFERENT
R012,R033,47,DIFFERENT
R012,R034,47,DIFFERENT
R012,R035,47,DIFFERENT
R012,R036,33,DIFFERENT
R012,R037,33,DIFFERENT
R012,R038,43,DIFFERENT
R012,R039,33,DIFFERENT
R012,R040,34,DIFFERENT
R012,R041,33,DIFFERENT
R012,R042,33,DIFFERENT
R012,R043,53,DIFFERENT
R012,R044,50,DIFFERENT
R012,R045,53,DIFFERENT
R012,R046,53,DIFFERENT
R012,R047,53,DIFFERENT
R012,R048,53,DIFFERENT
R012,R049,53,DIFFERENT
R012,R050,77,DIFFERENT
R012,R051,77,DIFFERENT
R012,R052,77,DIFFERENT
R012,R053,77,DIFFERENT
R012,R054,77,DIFFERENT
R012,R055,77,DIFFERENT
R012,R056,77,DIFFERENT
R012,R057,42,DIFFERENT
R012,R058,42,DIFFERENT
R012,R059,42,DIFFERENT
R012,R060,42,DIFFERENT
R012,R061,41,DIFFERENT
R012,R062,42,DIFFERENT
R012,R063,42,DIFFERENT
R012,R064,58,DIFFERENT
R012,R065,58,DIFFERENT
R012,R066,58,DIFFERENT
R012,R067,58,DIFFERENT
R012,R068,58,DIFFERENT
R012,R069,58,DIFFERENT
R012,R070,58,DIFFERENT
R012,R071,53,DIFFERENT
R012,R072,53,DIFFERENT
R012,R073,53,DIFFERENT
R012,R074,53,DIFFERENT
R012,R075,53,DIFFERENT
R012,R076,54,DIFFERENT
R012,R077,53,DIFFERENT
R012,R078,48,DIFFERENT
R012,R079,49,DIFFERENT
R012,R080,48,DIFFERENT
R012,R081,48,DIFFERENT
R012,R082,46,DIFFERENT
R012,R083,46,DIFFERENT
R012,R084,48,DIFFERENT
R012,R085,34,DIFFERENT
R012,R086,34,DIFFERENT
R012,R087,34,DIFFERENT
R012,R088,34,DIFFERENT
R012,R089,35,DIFFERENT
R012,R090,34,DIFFERENT
R012,R091,34,DIFFERENT
R012,R092,40,DIFFERENT
R012,R093,40,DIFFERENT
R012,R094,40,DIFFERENT
R012,R095,41,DIFFERENT
R012,R096,40,DIFFERENT
R012,R097,40,DIFFERENT
R012,R098,41,DIFFERENT
R012,R099,49,DIFFERENT
R012,R100,52,DIFFERENT
R013,R014,98,DUPLICATE
R013,R015,45,DIFFERENT
R013,R016,45,DIFFERENT
R013,R017,45,DIFFERENT
R013,R018,45,DIFFERENT
R013,R019,45,DIFFERENT
R013,R020,45,DIFFERENT
R013,R021,45,DIFFERENT
R013,R022,38,DIFFERENT
R013,R023,39,DIFFERENT
R013,R024,38,DIFFERENT
R013,R025,38,DIFFERENT
R013,R026,39,DIFFERENT
R013,R027,38,DIFFERENT
R013,R028,38,DIFFERENT
R013,R029,49,DIFFERENT
R013,R030,48,DIFFERENT
R013,R031,48,DIFFERENT
R013,R032,48,DIFFERENT
R013,R033,48,DIFFERENT
R013,R034,48,DIFFERENT
R013,R035,48,DIFFERENT
R013,R036,34,DIFFERENT
R013,R037,34,DIFFERENT
R013,R038,44,DIFFERENT
R013,R039,34,DIFFERENT
R013,R040,35,DIFFERENT
R013,R041,34,DIFFERENT
R013,R042,34,DIFFERENT
R013,R043,54,DIFFERENT
R013,R044,51,DIFFERENT
R013,R045,54,DIFFERENT
R013,R046,54,DIFFERENT
R013,R047,54,DIFFERENT
R013,R048,54,DIFFERENT
R013,R049,54,DIFFERENT
R013,R050,77,DIFFERENT
R013,R051,77,DIFFERENT
R013,R052,77,DIFFERENT
R013,R053,77,DIFFERENT
R013,R054,77,DIFFERENT
R013,R055,77,DIFFERENT
R013,R056,77,DIFFERENT
R013,R057,43,DIFFERENT
R013,R058,43,DIFFERENT
R013,R059,43,DIFFERENT
R013,R060,43,DIFFERENT
R013,R061,42,DIFFERENT
R013,R062,43,DIFFERENT
R013,R063,43,DIFFERENT
R013,R064,59,DIFFERENT
R013,R065,59,DIFFERENT
R013,R066,59,DIFFERENT
R013,R067,59,DIFFERENT
R013,R068,59,DIFFERENT
R013,R069,59,DIFFERENT
R013,R070,59,DIFFERENT
R013,R071,54,DIFFERENT
R013,R072,54,DIFFERENT
R013,R073,54,DIFFERENT
R013,R074,54,DIFFERENT
R013,R075,54,DIFFERENT
R013,R076,55,DIFFERENT
R013,R077,54,DIFFERENT
R013,R078,46,DIFFERENT
R013,R079,46,DIFFERENT
R013,R080,46,DIFFERENT
R013,R081,46,DIFFERENT
R013,R082,43,DIFFERENT
R013,R083,43,DIFFERENT
R013,R084,46,DIFFERENT
R013,R085,35,DIFFERENT
R013,R086,35,DIFFERENT
R013,R087,35,DIFFERENT
R013,R088,35,DIFFERENT
R013,R089,35,DIFFERENT
R013,R090,35,DIFFERENT
R013,R091,35,DIFFERENT
R013,R092,41,DIFFERENT
R013,R093,41,DIFFERENT
R013,R094,41,DIFFERENT
R013,R095,41,DIFFERENT
R013,R096,41,DIFFERENT
R013,R097,41,DIFFERENT
R013,R098,41,DIFFERENT
R013,R099,50,DIFFERENT
R013,R100,53,DIFFERENT
R014,R015,47,DIFFERENT
R014,R016,47,DIFFERENT
R014,R017,47,DIFFERENT
R014,R018,47,DIFFERENT
R014,R019,47,DIFFERENT
R014,R020,47,DIFFERENT
R014,R021,47,DIFFERENT
R014,R022,38,DIFFERENT
R014,R023,38,DIFFERENT
R014,R024,38,DIFFERENT
R014,R025,38,DIFFERENT
R014,R026,38,DIFFERENT
R014,R027,38,DIFFERENT
R014,R028,38,DIFFERENT
R014,R029,48,DIFFERENT
R014,R030,47,DIFFERENT
R014,R031,47,DIFFERENT
R014,R032,47,DIFFERENT
R014,R033,47,DIFFERENT
R014,R034,47,DIFFERENT
R014,R035,47,DIFFERENT
R014,R036,33,DIFFERENT
R014,R037,33,DIFFERENT
R014,R038,43,DIFFERENT
R014,R039,33,DIFFERENT
R014,R040,34,DIFFERENT
R014,R041,33,DIFFERENT
R014,R042,33,DIFFERENT
R014,R043,53,DIFFERENT
R014,R044,50,DIFFERENT
R014,R045,53,DIFFERENT
R014,R046,53,DIFFERENT
R014,R047,53,DIFFERENT
R014,R048,53,DIFFERENT
R014,R049,53,DIFFERENT
R014,R050,77,DIFFERENT
R014,R051,77,DIFFERENT
R014,R052,77,DIFFERENT
R014,R053,77,DIFFERENT
R014,R054,77,DIFFERENT
R014,R055,77,DIFFERENT
R014,R056,77,DIFFERENT
R014,R057,42,DIFFERENT
R014,R058,42,DIFFERENT
R014,R059,42,DIFFERENT
R014,R060,42,DIFFERENT
R014,R061,41,DIFFERENT
R014,R062,42,DIFFERENT
R014,R063,42,DIFFERENT
R014,R064,58,DIFFERENT
R014,R065,58,DIFFERENT
R014,R066,58,DIFFERENT
R014,R067,58,DIFFERENT
R014,R068,58,DIFFERENT
R014,R069,58,DIFFERENT
R014,R070,58,DIFFERENT
R014,R071,53,DIFFERENT
R014,R072,53,DIFFERENT
R014,R073,53,DIFFERENT
R014,R074,53,DIFFERENT
R014,R075,53,DIFFERENT
R014,R076,54,DIFFERENT
R014,R077,53,DIFFERENT
R014,R078,48,DIFFERENT
R014,R079,49,DIFFERENT
R014,R080,48,DIFFERENT
R014,R081,48,DIFFERENT
R014,R082,46,DIFFERENT
R014,R083,46,DIFFERENT
R014,R084,48,DIFFERENT
R014,R085,34,DIFFERENT
R014,R086,34,DIFFERENT
R014,R087,34,DIFFERENT
R014,R088,34,DIFFERENT
R014,R089,35,DIFFERENT
R014,R090,34,DIFFERENT
R014,R091,34,DIFFERENT
R014,R092,40,DIFFERENT
R014,R093,40,DIFFERENT
R014,R094,40,DIFFERENT
R014,R095,41,DIFFERENT
R014,R096,40,DIFFERENT
R014,R097,40,DIFFERENT
R014,R098,41,DIFFERENT
R014,R099,49,DIFFERENT
R014,R100,52,DIFFERENT
R015,R016,100,DUPLICATE
R015,R017,100,DUPLICATE
R015,R018,100,DUPLICATE
R015,R019,100,DUPLICATE
R015,R020,100,DUPLICATE
R015,R021,100,DUPLICATE
R015,R022,43,DIFFERENT
R015,R023,41,DIFFERENT
R015,R024,43,DIFFERENT
R015,R025,43,DIFFERENT
R015,R026,46,DIFFERENT
R015,R027,43,DIFFERENT
R015,R028,43,DIFFERENT
R015,R029,42,DIFFERENT
R015,R030,41,DIFFERENT
R015,R031,41,DIFFERENT
R015,R032,41,DIFFERENT
R015,R033,41,DIFFERENT
R015,R034,41,DIFFERENT
R015,R035,41,DIFFERENT
R015,R036,23,DIFFERENT
R015,R037,23,DIFFERENT
R015,R038,33,DIFFERENT
R015,R039,23,DIFFERENT
R015,R040,24,DIFFERENT
R015,R041,23,DIFFERENT
R015,R042,23,DIFFERENT
R015,R043,30,DIFFERENT
R015,R044,31,DIFFERENT
R015,R045,30,DIFFERENT
R015,R046,30,DIFFERENT
R015,R047,30,DIFFERENT
R015,R048,30,DIFFERENT
R015,R049,30,DIFFERENT
R015,R050,35,DIFFERENT
R015,R051,35,DIFFERENT
R015,R052,35,DIFFERENT
R015,R053,35,DIFFERENT
R015,R054,35,DIFFERENT
R015,R055,35,DIFFERENT
R015,R056,35,DIFFERENT
R015,R057,70,DIFFERENT
R015,R058,70,DIFFERENT
R015,R059,70,DIFFERENT
R015,R060,70,DIFFERENT
R015,R061,62,DIFFERENT
R015,R062,70,DIFFERENT
R015,R063,70,DIFFERENT
R015,R064,39,DIFFERENT
R015,R065,39,DIFFERENT
R015,R066,39,DIFFERENT
R015,R067,39,DIFFERENT
R015,R068,39,DIFFERENT
R015,R069,39,DIFFERENT
R015,R070,39,DIFFERENT
R015,R071,30,DIFFERENT
R015,R072,30,DIFFERENT
R015,R073,30,DIFFERENT
R015,R074,30,DIFFERENT
R015,R075,30,DIFFERENT
R015,R076,31,DIFFERENT
R015,R077,30,DIFFERENT
R015,R078,37,DIFFERENT
R015,R079,38,DIFFERENT
R015,R080,37,DIFFERENT
R015,R081,37,DIFFERENT
R015,R082,38,DIFFERENT
R015,R083,38,DIFFERENT
R015,R084,37,DIFFERENT
R015,R085,33,DIFFERENT
R015,R086,33,DIFFERENT
R015,R087,33,DIFFERENT
R015,R088,33,DIFFERENT
R015,R089,34,DIFFERENT
R015,R090,33,DIFFERENT
R015,R091,33,DIFFERENT
R015,R092,45,DIFFERENT
R015,R093,45,DIFFERENT
R015,R094,45,DIFFERENT
R015,R095,45,DIFFERENT
R015,R096,45,DIFFERENT
R015,R097,45,DIFFERENT
R015,R098,45,DIFFERENT
R015,R099,47,DIFFERENT
R015,R100,46,DIFFERENT
R016,R017,100,DUPLICATE
R016,R018,100,DUPLICATE
R016,R019,100,DUPLICATE
R016,R020,100,DUPLICATE
R016,R021,100,DUPLICATE
R016,R022,43,DIFFERENT
R016,R023,41,DIFFERENT
R016,R024,43,DIFFERENT
R016,R025,43,DIFFERENT
R016,R026,46,DIFFERENT
R016,R027,43,DIFFERENT
R016,R028,43,DIFFERENT
R016,R029,42,DIFFERENT
R016,R030,41,DIFFERENT
R016,R031,41,DIFFERENT
R016,R032,41,DIFFERENT
R016,R033,41,DIFFERENT
R016,R034,41,DIFFERENT
R016,R035,41,DIFFERENT
R016,R036,23,DIFFERENT
R016,R037,23,DIFFERENT
R016,R038,33,DIFFERENT
R016,R039,23,DIFFERENT
R016,R040,24,DIFFERENT
R016,R041,23,DIFFERENT
R016,R042,23,DIFFERENT
R016,R043,30,DIFFERENT
R016,R044,31,DIFFERENT
R016,R045,30,DIFFERENT
R016,R046,30,DIFFERENT
R016,R047,30,DIFFERENT
R016,R048,30,DIFFERENT
R016,R049,30,DIFFERENT
R016,R050,35,DIFFERENT
R016,R051,35,DIFFERENT
R016,R052,35,DIFFERENT
R016,R053,35,DIFFERENT
R016,R054,35,DIFFERENT
R016,R055,35,DIFFERENT
R016,R056,35,DIFFERENT
R016,R057,70,DIFFERENT
R016,R058,70,DIFFERENT
R016,R059,70,DIFFERENT
R016,R060,70,DIFFERENT
R016,R061,62,DIFFERENT
R016,R062,70,DIFFERENT
R016,R063,70,DIFFERENT
R016,R064,39,DIFFERENT
R016,R065,39,DIFFERENT
R016,R066,39,DIFFERENT
R016,R067,39,DIFFERENT
R016,R068,39,DIFFERENT
R016,R069,39,DIFFERENT
R016,R070,39,DIFFERENT
R016,R071,30,DIFFERENT
R016,R072,30,DIFFERENT
R016,R073,30,DIFFERENT
R016,R074,30,DIFFERENT
R016,R075,30,DIFFERENT
R016,R076,31,DIFFERENT
R016,R077,30,DIFFERENT
R016,R078,37,DIFFERENT
R016,R079,38,DIFFERENT
R016,R080,37,DIFFERENT
R016,R081,37,DIFFERENT
R016,R082,38,DIFFERENT
R016,R083,38,DIFFERENT
R016,R084,37,DIFFERENT
R016,R085,33,DIFFERENT
R016,R086,33,DIFFERENT
R016,R087,33,DIFFERENT
R016,R088,33,DIFFERENT
R016,R089,34,DIFFERENT
R016,R090,33,DIFFERENT
R016,R091,33,DIFFERENT
R016,R092,45,DIFFERENT
R016,R093,45,DIFFERENT
R016,R094,45,DIFFERENT
R016,R095,45,DIFFERENT
R016,R096,45,DIFFERENT
R016,R097,45,DIFFERENT
R016,R098,45,DIFFERENT
R016,R099,47,DIFFERENT
R016,R100,46,DIFFERENT
R017,R018,100,DUPLICATE
R017,R019,100,DUPLICATE
R017,R020,100,DUPLICATE
R017,R021,100,DUPLICATE
R017,R022,43,DIFFERENT
R017,R023,41,DIFFERENT
R017,R024,43,DIFFERENT
R017,R025,43,DIFFERENT
R017,R026,46,DIFFERENT
R017,R027,43,DIFFERENT
R017,R028,43,DIFFERENT
R017,R029,42,DIFFERENT
R017,R030,41,DIFFERENT
R017,R031,41,DIFFERENT
R017,R032,41,DIFFERENT
R017,R033,41,DIFFERENT
R017,R034,41,DIFFERENT
R017,R035,41,DIFFERENT
R017,R036,23,DIFFERENT
R017,R037,23,DIFFERENT
R017,R038,33,DIFFERENT
R017,R039,23,DIFFERENT
R017,R040,24,DIFFERENT
R017,R041,23,DIFFERENT
R017,R042,23,DIFFERENT
R017,R043,30,DIFFERENT
R017,R044,31,DIFFERENT
R017,R045,30,DIFFERENT
R017,R046,30,DIFFERENT
R017,R047,30,DIFFERENT
R017,R048,30,DIFFERENT
R017,R049,30,DIFFERENT
R017,R050,35,DIFFERENT
R017,R051,35,DIFFERENT
R017,R052,35,DIFFERENT
R017,R053,35,DIFFERENT
R017,R054,35,DIFFERENT
R017,R055,35,DIFFERENT
R017,R056,35,DIFFERENT
R017,R057,70,DIFFERENT
R017,R058,70,DIFFERENT
R017,R059,70,DIFFERENT
R017,R060,70,DIFFERENT
R017,R061,62,DIFFERENT
R017,R062,70,DIFFERENT
R017,R063,70,DIFFERENT
R017,R064,39,DIFFERENT
R017,R065,39,DIFFERENT
R017,R066,39,DIFFERENT
R017,R067,39,DIFFERENT
R017,R068,39,DIFFERENT
R017,R069,39,DIFFERENT
R017,R070,39,DIFFERENT
R017,R071,30,DIFFERENT
R017,R072,30,DIFFERENT
R017,R073,30,DIFFERENT
R017,R074,30,DIFFERENT
R017,R075,30,DIFFERENT
R017,R076,31,DIFFERENT
R017,R077,30,DIFFERENT
R017,R078,37,DIFFERENT
R017,R079,38,DIFFERENT
R017,R080,37,DIFFERENT
R017,R081,37,DIFFERENT
R017,R082,38,DIFFERENT
R017,R083,38,DIFFERENT
R017,R084,37,DIFFERENT
R017,R085,33,DIFFERENT
R017,R086,33,DIFFERENT
R017,R087,33,DIFFERENT
R017,R088,33,DIFFERENT
R017,R089,34,DIFFERENT
R017,R090,33,DIFFERENT
R017,R091,33,DIFFERENT
R017,R092,45,DIFFERENT
R017,R093,45,DIFFERENT
R017,R094,45,DIFFERENT
R017,R095,45,DIFFERENT
R017,R096,45,DIFFERENT
R017,R097,45,DIFFERENT
R017,R098,45,DIFFERENT
R017,R099,47,DIFFERENT
R017,R100,46,DIFFERENT
R018,R019,100,DUPLICATE
R018,R020,100,DUPLICATE
R018,R021,100,DUPLICATE
R018,R022,43,DIFFERENT
R018,R023,41,DIFFERENT
R018,R024,43,DIFFERENT
R018,R025,43,DIFFERENT
R018,R026,46,DIFFERENT
R018,R027,43,DIFFERENT
R018,R028,43,DIFFERENT
R018,R029,42,DIFFERENT
R018,R030,41,DIFFERENT
R018,R031,41,DIFFERENT
R018,R032,41,DIFFERENT
R018,R033,41,DIFFERENT
R018,R034,41,DIFFERENT
R018,R035,41,DIFFERENT
R018,R036,23,DIFFERENT
R018,R037,23,DIFFERENT
R018,R038,33,DIFFERENT
R018,R039,23,DIFFERENT
R018,R040,24,DIFFERENT
R018,R041,23,DIFFERENT
R018,R042,23,DIFFERENT
R018,R043,30,DIFFERENT
R018,R044,31,DIFFERENT
R018,R045,30,DIFFERENT
R018,R046,30,DIFFERENT
R018,R047,30,DIFFERENT
R018,R048,30,DIFFERENT
R018,R049,30,DIFFERENT
R018,R050,35,DIFFERENT
R018,R051,35,DIFFERENT
R018,R052,35,DIFFERENT
R018,R053,35,DIFFERENT
R018,R054,35,DIFFERENT
R018,R055,35,DIFFERENT
R018,R056,35,DIFFERENT
R018,R057,70,DIFFERENT
R018,R058,70,DIFFERENT
R018,R059,70,DIFFERENT
R018,R060,70,DIFFERENT
R018,R061,62,DIFFERENT
R018,R062,70,DIFFERENT
R018,R063,70,DIFFERENT
R018,R064,39,DIFFERENT
R018,R065,39,DIFFERENT
R018,R066,39,DIFFERENT
R018,R067,39,DIFFERENT
R018,R068,39,DIFFERENT
R018,R069,39,DIFFERENT
R018,R070,39,DIFFERENT
R018,R071,30,DIFFERENT
R018,R072,30,DIFFERENT
R018,R073,30,DIFFERENT
R018,R074,30,DIFFERENT
R018,R075,30,DIFFERENT
R018,R076,31,DIFFERENT
R018,R077,30,DIFFERENT
R018,R078,37,DIFFERENT
R018,R079,38,DIFFERENT
R018,R080,37,DIFFERENT
R018,R081,37,DIFFERENT
R018,R082,38,DIFFERENT
R018,R083,38,DIFFERENT
R018,R084,37,DIFFERENT
R018,R085,33,DIFFERENT
R018,R086,33,DIFFERENT
R018,R087,33,DIFFERENT
R018,R088,33,DIFFERENT
R018,R089,34,DIFFERENT
R018,R090,33,DIFFERENT
R018,R091,33,DIFFERENT
R018,R092,45,DIFFERENT
R018,R093,45,DIFFERENT
R018,R094,45,DIFFERENT
R018,R095,45,DIFFERENT
R018,R096,45,DIFFERENT
R018,R097,45,DIFFERENT
R018,R098,45,DIFFERENT
R018,R099,47,DIFFERENT
R018,R100,46,DIFFERENT
R019,R020,100,DUPLICATE
R019,R021,100,DUPLICATE
R019,R022,43,DIFFERENT
R019,R023,41,DIFFERENT
R019,R024,43,DIFFERENT
R019,R025,43,DIFFERENT
R019,R026,46,DIFFERENT
R019,R027,43,DIFFERENT
R019,R028,43,DIFFERENT
R019,R029,42,DIFFERENT
R019,R030,41,DIFFERENT
R019,R031,41,DIFFERENT
R019,R032,41,DIFFERENT
R019,R033,41,DIFFERENT
R019,R034,41,DIFFERENT
R019,R035,41,DIFFERENT
R019,R036,23,DIFFERENT
R019,R037,23,DIFFERENT
R019,R038,33,DIFFERENT
R019,R039,23,DIFFERENT
R019,R040,24,DIFFERENT
R019,R041,23,DIFFERENT
R019,R042,23,DIFFERENT
R019,R043,30,DIFFERENT
R019,R044,31,DIFFERENT
R019,R045,30,DIFFERENT
R019,R046,30,DIFFERENT
R019,R047,30,DIFFERENT
R019,R048,30,DIFFERENT
R019,R049,30,DIFFERENT
R019,R050,35,DIFFERENT
R019,R051,35,DIFFERENT
R019,R052,35,DIFFERENT
R019,R053,35,DIFFERENT
R019,R054,35,DIFFERENT
R019,R055,35,DIFFERENT
R019,R056,35,DIFFERENT
R019,R057,70,DIFFERENT
R019,R058,70,DIFFERENT
R019,R059,70,DIFFERENT
R019,R060,70,DIFFERENT
R019,R061,62,DIFFERENT
R019,R062,70,DIFFERENT
R019,R063,70,DIFFERENT
R019,R064,39,DIFFERENT
R019,R065,39,DIFFERENT
R019,R066,39,DIFFERENT
R019,R067,39,DIFFERENT
R019,R068,39,DIFFERENT
R019,R069,39,DIFFERENT
R019,R070,39,DIFFERENT
R019,R071,30,DIFFERENT
R019,R072,30,DIFFERENT
R019,R073,30,DIFFERENT
R019,R074,30,DIFFERENT
R019,R075,30,DIFFERENT
R019,R076,31,DIFFERENT
R019,R077,30,DIFFERENT
R019,R078,37,DIFFERENT
R019,R079,38,DIFFERENT
R019,R080,37,DIFFERENT
R019,R081,37,DIFFERENT
R019,R082,38,DIFFERENT
R019,R083,38,DIFFERENT
R019,R084,37,DIFFERENT
R019,R085,33,DIFFERENT
R019,R086,33,DIFFERENT
R019,R087,33,DIFFERENT
R019,R088,33,DIFFERENT
R019,R089,34,DIFFERENT
R019,R090,33,DIFFERENT
R019,R091,33,DIFFERENT
R019,R092,45,DIFFERENT
R019,R093,45,DIFFERENT
R019,R094,45,DIFFERENT
R019,R095,45,DIFFERENT
R019,R096,45,DIFFERENT
R019,R097,45,DIFFERENT
R019,R098,45,DIFFERENT
R019,R099,47,DIFFERENT
R019,R100,46,DIFFERENT
R020,R021,100,DUPLICATE
R020,R022,43,DIFFERENT
R020,R023,41,DIFFERENT
R020,R024,43,DIFFERENT
R020,R025,43,DIFFERENT
R020,R026,46,DIFFERENT
R020,R027,43,DIFFERENT
R020,R028,43,DIFFERENT
R020,R029,42,DIFFERENT
R020,R030,41,DIFFERENT
R020,R031,41,DIFFERENT
R020,R032,41,DIFFERENT
R020,R033,41,DIFFERENT
R020,R034,41,DIFFERENT
R020,R035,41,DIFFERENT
R020,R036,23,DIFFERENT
R020,R037,23,DIFFERENT
R020,R038,33,DIFFERENT
R020,R039,23,DIFFERENT
R020,R040,24,DIFFERENT
R020,R041,23,DIFFERENT
R020,R042,23,DIFFERENT
R020,R043,30,DIFFERENT
R020,R044,31,DIFFERENT
R020,R045,30,DIFFERENT
R020,R046,30,DIFFERENT
R020,R047,30,DIFFERENT
R020,R048,30,DIFFERENT
R020,R049,30,DIFFERENT
R020,R050,35,DIFFERENT
R020,R051,35,DIFFERENT
R020,R052,35,DIFFERENT
R020,R053,35,DIFFERENT
